yWinner,yBinary,title_bout,titleBoutBinary,no_of_rounds,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,B-R_Height_Diff,B-R_Reach_cms,B-R_Age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B-R_current_lose_streak,B-R_current_win_streak,B-R_avg_B-RODY_att,B-R_avg_B-RODY_landed,B-R_avg_CLINCH_att,B-R_avg_CLINCH_landed,B-R_avg_DISTANCE_att,B-R_avg_DISTANCE_landed,B-R_avg_GROUND_att,B-R_avg_GROUND_landed,B-R_avg_HEAD_att,B-R_avg_HEAD_landed,B-R_avg_KD,B-R_avg_LEG_att,B-R_avg_LEG_landed,B-R_avg_PASS,B-R_avg_REV,B-R_avg_SIG_STR_pct,B-R_avg_SUB-R_ATT,B-R_avg_TD_att,B-R_avg_TD_landed,B-R_avg_TD_pct,B-R_avg_TOTAL_STR_att,B-R_avg_TOTAL_STR_landed,B-R_longest_win_streak,B-R_losses,B-R_avg_opp_B-RODY_att,B-R_avg_opp_B-RODY_landed,B-R_avg_opp_CLINCH_att,B-R_avg_opp_CLINCH_landed,B-R_avg_opp_DISTANCE_att,B-R_avg_opp_DISTANCE_landed,B-R_avg_opp_GROUND_att,B-R_avg_opp_GROUND_landed,B-R_avg_opp_HEAD_att,B-R_avg_opp_HEAD_landed,B-R_avg_opp_KD,B-R_avg_opp_LEG_att,B-R_avg_opp_LEG_landed,B-R_avg_opp_PASS,B-R_avg_opp_REV,B-R_avg_opp_SIG_STR_pct,B-R_avg_opp_SUB-R_ATT,B-R_avg_opp_TD_att,B-R_avg_opp_TD_landed,B-R_avg_opp_TD_pct,B-R_avg_opp_TOTAL_STR_att,B-R_avg_opp_TOTAL_STR_landed,B-R_total_rounds_fought,B-R_total_time_fought(seconds),B-R_total_title_B-Routs,B-R_win_B-Ry_Decision_Majority,B-R_win_B-Ry_Decision_Split,B-R_win_B-Ry_Decision_Unanimous,B-R_win_B-Ry_KO/TKO,B-R_win_B-Ry_SuB-Rmission,B-R_wins
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1.563305471,0.645574157,-11,0,1,0,0,0,0,1,0,0,-5,1,-0.931689504,-1.08929688,-2.021639329,-1.908437399,-0.216829817,-0.050764307,0.468278923,0.533080769,-0.375292588,-0.273161758,-1.251489665,0.163125714,0.244289845,2.564386822,2.334734114,0.078989014,-0.26343028,1.561961915,1.778544754,1.013919104,-0.623574783,-0.761365884,-1,-6,-1.082023115,-1.858647654,-1.409233642,-2.022501417,-0.330411415,-0.737462357,-0.194879391,-0.504740617,-0.410241378,-0.832952667,0.080183446,-0.453216659,-0.969330225,-1.342905502,-1.16148584,-0.847108427,4.039631377,-1.272434375,-1.721985568,-1.331265639,-1.210491321,-2.224832949,-17,1.307359787,0,0,0,0,-2,0,-2
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.378771375,-0.264403553,-4,0,1,0,0,0,0,1,0,0,-1,1,0.81794448,0.147611543,-0.161954645,-0.045308315,0.896385492,0.346545834,0.501042848,0.468600735,0.863491322,0.364088313,-0.288225669,0.719816558,0.724089767,-0.943065368,-0.461245678,-2.231386534,-0.666986622,-0.903175824,-0.314767284,-0.695857629,0.971113843,0.542538753,2,-3,-0.428919676,-0.597776127,-0.534795185,-0.611802646,0.664922002,0.416507788,-1.717298742,-1.765192388,0.391171311,-0.162620005,-2.029313344,-0.101511818,-0.126371972,-1.53734368,-1.745651302,-1.546715503,-1.001854795,0.079356383,-0.447466485,-0.833517324,0.403169536,0.072986879,-3,0.136942938,0,0,0,1,0,1,2
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-1.990296818,-2.084358972,5,0,0,0,1,0,0,1,0,0,0,0,-0.361495007,-0.661065382,-1.524559562,-1.762179893,-0.070916195,0.030592343,0.572305498,0.622824957,-0.140411138,-0.073939209,-0.45955721,-0.079415142,-0.093548933,1.439725952,-0.293044342,0.533265362,-0.784698854,1.832997619,1.241050333,0.224105916,-0.034992737,-0.165389196,2,-2,-0.19291561,-0.672345441,-0.51267028,-0.528019446,0.377257462,0.359454485,-1.457125536,-1.506002985,-0.078719783,-0.383621186,0.108116898,0.830782292,0.680375234,-1.009685811,0.194833367,-0.701546139,-0.037976184,-2.148092552,-1.940044158,-1.16027275,-0.019942651,-0.176023823,-1,0.279930237,0,0,-2,1,-2,3,0
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1.168460773,1.85887777,-4,0,1,0,0,0,0,1,0,0,0,-1,0.425125855,0.793660972,1.003754801,1.260336855,-0.768647367,-0.304164923,-1.412488025,-1.205370431,-1.146156713,-0.656518602,-1.41901384,0.074020738,-0.266248719,0.788373572,0.035786286,1.396249661,0.09049113,1.561961915,0.907817558,0.072334533,-0.34372808,0.394744025,-1,1,-1.942814276,-0.398194965,0.101053724,-0.202480398,-1.316660643,-1.307938929,0.213365767,0.155090486,-0.778698989,-0.625915645,0.080183446,-2.11209357,-2.466742772,-0.371152938,0.060514612,-0.694545154,0.051702194,-1.123133566,1.241974422,1.629130839,-1.307530522,-1.094120462,1,0.455052155,0,0,0,0,-1,0,-1
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.016073324,-0.264403553,-4,0,1,0,0,0,0,1,0,0,0,0,-0.352335922,-0.005623789,-1.203187423,-1.104766079,-0.146755928,-0.064143376,0.562261984,0.470882096,-0.179452824,-0.26400133,-0.838108512,-0.143336726,-0.189315851,-0.048432123,1.291549945,-0.342422819,0.263351662,1.219053954,-0.727443448,-1.486486279,-0.411294911,-0.515913336,0,1,0.497970046,0.797637014,-2.576046269,-2.152686467,0.00680828,0.068226155,0.434039908,0.552331228,-0.436610892,-0.792455227,2.226746075,-0.142029004,0.055493014,0.74973078,0.720849185,0.715556048,0.765040815,0.163687094,0.513061264,1.137448669,0.116498434,0.506084006,2,0.359217149,0,0,0,0,0,0,0
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.773616074,0.342248254,-2,0,0,0,1,0,0,1,0,0,0,1,-0.056871774,0.046457426,-0.430618806,-0.278827508,0.767570524,0.311107085,0.338411393,0.379826172,0.962696629,0.602874234,-0.865394855,-0.432213171,-0.503534734,1.197700663,-0.909732699,-0.996524078,-0.331212655,0.156976383,-0.01553671,-0.248683375,1.205078584,1.118909027,0,-1,0.597038486,0.420606232,1.57054181,2.038497728,1.120360726,0.569223624,-0.670324641,-0.696528756,0.954200471,0.096217582,-0.649328187,2.280503723,2.517332772,-0.531466202,0.355318658,-0.047341163,-0.533313094,0.877097313,-0.216569427,-0.462646007,0.735055452,-0.001625714,5,1.139884432,-1,0,1,1,-1,-2,0
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-1.200607421,-0.871055359,-1,0,1,0,0,0,0,0,1,0,0,0,0.465035931,0.209447044,1.059812458,0.86566151,-1.619190972,-2.702756859,-0.178797255,0.270833568,-1.154493407,-1.515793019,-2.926731401,-3.656498122,-3.779424412,0.65241601,0.035786286,-1.023938953,2.374579608,1.01811098,1.082154212,1.64359493,-0.374005575,0.062783314,0,2,2.666829301,3.389166166,3.911321859,4.07998911,-0.589645357,-0.041031109,1.501334376,1.263640216,-0.002199501,0.692611885,0.795704322,-0.547264509,0.305048321,0.32707978,0.060514612,2.195809032,0.687168587,-0.537535457,0.415523875,1.744511999,1.250495962,2.567668617,7,-0.274590224,0,0,0,1,-1,2,2
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.773616074,0.342248254,8,0,1,0,0,0,0,1,0,0,0,0,-0.624070113,-0.638214878,-1.730892866,-1.045737567,-0.636950842,-0.242306705,0.414394041,-0.125694337,-0.835642854,-0.491681823,0.088703722,-0.066895739,-0.101947475,-3.176079077,0.559021145,1.236629384,-0.550451685,-2.186589123,-3.600732944,-1.563500767,-1.07551437,-1.05250865,0,4,-1.457323308,-1.215147995,-2.629141485,-2.106161339,-0.986483211,-0.356049064,0.64724372,0.708447446,-1.239382246,-0.617685929,0.676450844,0.17681743,0.390574013,0.867133836,0.060514612,2.11707615,1.640368177,0.715181663,1.229952392,3.367623576,-1.704879193,-1.605990306,5,-1.282640589,-1,0,0,0,0,1,1
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.378771375,0.94890006,-3,0,0,0,1,0,0,1,0,0,0,0,-0.332185101,-0.265664151,1.402849311,1.335410408,0.280216392,0.068094684,-0.132679156,-0.191359859,0.838535919,1.041109023,-0.391338668,-1.101460266,-1.056203191,-0.046626953,-0.342421308,-0.533474899,0.842628335,2.096726238,1.387585306,-0.084952544,0.658988512,0.621362078,-2,-4,0.361989123,-0.041692735,0.850445073,0.529963942,0.48532741,0.314547485,-1.258755662,-1.15048349,0.406359664,0.228668721,0.080183446,-0.285593487,-0.340925428,-0.749544605,-0.67268566,-0.779009034,-0.951655089,-0.661283559,-0.704432266,-1.594088977,0.244944491,-0.087674773,-14,-0.074690085,-2,0,-1,0,-2,1,-2
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-1.200607421,-0.567729456,4,0,1,0,0,0,0,1,0,0,1,-1,-0.884864182,-1.191579335,-1.190010219,-1.118244474,0.386631052,0.562267789,-0.098983143,-0.184156202,0.308188484,0.592883705,-0.665155059,0.004636327,-0.012132247,1.480195851,-0.594559705,-0.261328616,0.140666134,0.91043767,2.068627808,1.609071557,0.403845511,0.510540186,-3,-2,0.436707154,0.749273151,0.374386606,0.676493724,1.207126155,2.202092473,0.060349755,0.332632528,0.830068557,1.750654338,0.462654445,3.463223892,2.945556526,-1.4123164,-0.2449855,1.016443589,2.353706798,-1.559039231,-1.526371809,-1.534620388,2.228300249,3.447220466,-20,1.29397686,-1,0,0,-2,-6,0,-8
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.805762722,-0.264403553,5,0,1,0,0,0,0,1,0,0,0,-1,-0.207821331,-0.114934171,0.036531538,-0.051516227,0.498836117,0.624879835,-1.13111682,-0.817300986,0.309107963,0.307849667,0.503636099,0.252074051,0.360977243,-0.014744738,-0.32793165,0.892379875,1.210523494,0.596758798,-0.297527147,-0.618627105,0.194103868,0.131563187,-1,3,0.39128517,0.560807291,0.824106567,1.042110775,0.505355411,0.607017022,2.619179698,2.573282599,1.243607914,1.917872989,1.421363207,0.410463548,0.643057169,1.880923857,1.668519472,1.816776772,-1.050437413,0.825740941,1.476349176,1.280756294,1.16463892,1.39125842,8,1.119121286,-1,0,0,-2,-1,1,-2
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-1.595452119,-0.871055359,-1,0,1,0,0,0,0,1,0,0,-1,3,-0.625008022,-0.729386879,-1.003963165,-1.108594899,-0.368907345,-0.474087268,-0.542059543,-0.591278352,-0.47715692,-0.6403065,-2.104340003,-0.903176094,-1.028735185,0.692555758,0.887956517,-2.258447354,0.926719292,1.222857477,0.300946619,-0.411210271,-0.122033732,-0.057343135,-1,-2,-0.262331884,-0.154011563,0.020319769,0.03264795,-0.217252701,-0.144586894,0.221032491,-0.00842173,-0.019158847,0.171606501,-0.354930292,-0.713585536,-0.691529355,-0.364967323,-0.272758239,0.438004988,0.368300065,-0.984797123,-0.324513561,0.614871522,-0.695296983,-0.995841811,-15,-0.312626445,-1,0,0,-2,-3,1,-4
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.016073324,0.645574157,0,0,1,0,0,0,0,1,0,0,0,0,0.62106442,0.977012548,-0.192591151,1.123119771,-0.193057058,-0.186563671,-0.78718508,-0.751335465,-0.633878207,-0.575540485,-0.514383303,0.36350427,0.215101952,-1.024805721,0.035786286,1.273633648,-0.228038139,-0.296596769,-1.356838012,-2.164984144,0.02335231,0.534218615,-3,-1,-0.598441401,-0.621962158,-0.888290112,-0.657549431,0.133879721,-0.264593955,0.762390955,0.648100406,0.363072703,0.055378073,-0.76361527,-0.500977338,-0.279375985,0.045312447,0.060514612,-0.402859627,-0.648559696,1.481991176,4.429492995,4.230980796,0.149286234,-0.092158817,-4,2.219836458,0,0,0,0,-2,-1,-3
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.773616074,0.645574157,-1,0,1,0,0,0,0,0,1,0,-1,1,0.444181464,0.458881825,0.359093313,0.219418088,0.106111022,0.235542635,2.280588122,2.591203821,0.568957366,1.102477851,1.540967041,0.75002413,0.825430129,0.256720235,-1.382492191,0.680182554,-1.701236012,-1.210445517,0.185634271,0.581653679,1.671042263,1.934007448,-4,-1,-0.482390337,-0.217375999,-0.022465198,-0.057248526,-0.14327142,-0.156401776,-0.483691744,-0.287805991,0.004696329,0.190069127,2.603039432,-1.248202863,-1.246230077,-0.162920246,-0.855985728,-1.252747092,-0.823625168,-0.04953111,-0.05926862,-0.51517094,-0.445040219,-0.568957229,-14,-0.324583107,-1,0,0,-1,1,-5,-5
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.016073324,0.03892235,-4,0,0,0,1,0,0,1,0,0,-3,1,-1.458037358,-0.599968391,-0.046418846,-0.162936608,-0.413797906,-0.523518945,-0.659270256,-0.583963406,-0.208372816,-0.322448693,0.088703722,-0.845621206,-1.017817771,0.327158718,-0.594559705,-0.280798589,-1.502155218,0.688119389,-0.039649842,0.547703084,-0.743757918,-0.941192826,-2,-2,0.116487025,-0.069494656,-0.248977906,-0.007790406,-0.450706344,-0.743312973,-0.282522032,-0.663884546,-0.63525544,-1.153636341,0.080183446,0.024805365,0.006502047,-0.296587361,0.489350592,0.509149647,-1.407176742,-0.601969051,-0.838567414,-0.217641085,-1.032515449,-1.561161235,-10,-0.563513608,0,0,0,-1,1,-2,-2
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.773616074,0.94890006,-3,0,0,0,1,0,0,1,0,0,0,-2,-0.53169319,-0.715093794,-0.474677354,-0.331105637,0.837438543,0.655748038,-0.759964714,-0.379314767,0.719844453,0.651323304,0.960061713,0.232169369,0.22155769,1.827611299,-1.855251684,-0.264825203,0.436212195,-1.141521315,0.6540344,0.387275738,0.932233335,0.986967855,1,1,0.201897448,-0.298262368,0.692050434,1.28301119,1.11684926,0.380417378,-0.486841253,-0.763761523,0.807426485,-0.325402135,-2.029313344,2.862233906,2.880649549,-0.714083682,-0.195651155,-1.332810057,-1.977749613,0.855440388,-0.164465941,-0.005444837,0.997297487,0.315322305,21,1.6292439,0,0,-1,4,1,0,5
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.378771375,-0.264403553,-2,0,0,0,1,0,0,1,0,0,0,0,-1.15090786,-0.992213755,-1.614796391,-1.373147604,-1.409609028,-0.84131783,-0.223196996,-0.179961884,-1.446434037,-0.439063741,1.540967041,-1.802589313,-2.092609529,0.616170156,0.035786286,-0.693036126,2.231824078,-0.312027363,0.526028691,2.17465412,-1.654606666,-1.19748243,-1,-1,-2.250905473,-2.526473994,-0.635324522,-0.539806442,-1.244427816,-0.703081514,-1.649428032,-1.46090648,-1.408479244,-0.624847289,0.080183446,-0.658617423,-0.320518712,-3.831388451,0.060514612,2.128238809,-1.342283219,-2.142750596,-2.515256775,-0.502080405,-1.727046355,-1.182425523,-8,-2.58420625,0,0,0,-2,0,1,-1
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1.95815017,0.645574157,0,0,1,0,0,0,0,1,0,0,0,0,-0.202606964,-0.189616427,-1.3064122,-1.001638989,0.364741985,0.402953727,-0.339483199,-0.309819516,0.148405985,0.103670917,0.088703722,-0.049766694,-0.077374982,-0.253872774,0.035786286,-0.18098742,-2.298478392,-0.408041417,-0.283879987,-1.248196135,-0.229597546,-0.544444075,-1,-1,-0.614429422,-0.788465048,-1.726107142,-1.40341021,-0.066389409,0.018527529,-0.898256167,-0.761403263,-0.517062934,-0.637096723,-0.974564949,0.316626199,0.39273166,0.333265395,0.060514612,0.77435337,0.765040815,0.29255428,0.436078256,1.822832497,-1.003447636,-1.2202446,-5,-0.107605646,0,0,0,0,0,-2,-2
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.410918023,-0.264403553,5,0,1,0,0,0,0,0,1,0,0,-1,-0.579372477,-0.567569479,-2.385453703,-1.648971066,2.725146417,2.501596559,0.494120301,-0.181914116,3.001512504,2.728973005,-0.715412312,-0.807355006,-0.517286869,0.45830249,0.035786286,-0.73471902,-0.334214563,0.911352173,1.68683894,1.266839747,0.943872891,-0.683698202,-4,-5,1.286100451,1.336462192,-0.62152806,-0.141764323,2.970652054,3.73729213,-0.190927589,-0.09394292,2.123888175,1.999155323,3.095255351,5.629410737,5.510888216,-0.565503451,-0.18388548,-0.255675668,-0.53184938,-1.104323204,-1.006598108,-1.614891995,2.1067177,1.602119853,-29,1.647806878,0,0,0,-2,-6,-1,-9
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-1.200607421,0.645574157,-1,0,0,0,1,0,0,1,0,0,0,0,0.722862445,0.524154554,-1.505952433,-1.91971881,0.677695471,1.009803086,0.627144988,0.489816204,0.442427852,0.454972477,0.937880016,0.383322784,0.132199427,-0.116711766,0.092660484,0.355289842,-0.316410079,0.087802932,0.278422993,0.874245597,0.309757001,-0.023567118,-2,-3,1.013427912,0.725869291,1.23224353,1.03719625,0.772093656,0.582956777,0.147699692,-0.794045321,0.872291393,0.382474443,1.025186921,0.840915498,0.461632167,-0.768581463,0.611550636,-1.337785142,0.145773296,-0.904045134,0.235960806,-0.031351038,1.223517849,1.004713097,-13,1.0894458,-1,0,-1,-1,-1,-2,-5
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.378771375,-0.264403553,6,0,1,0,0,0,0,0,1,0,0,2,0.077013835,0.13886351,-0.410790751,-0.114848834,-0.039174315,-0.067883475,0.703315722,0.364831037,0.185095536,0.22514142,1.16350192,-0.860916859,-0.687055107,-0.309950592,0.035786286,0.264868435,-0.364550684,0.617170196,0.833420173,1.236909139,-0.905659556,-1.590826356,-2,-5,-0.771798196,-0.751044564,1.370274611,0.982191276,0.127670705,-0.257084549,-0.461053917,-0.372478782,0.517527193,0.344317711,-0.522529923,-0.500977338,-0.487048799,-0.549638103,-0.201342626,-1.791707035,0.610625785,-0.076186904,-0.648663207,-1.446622463,0.018144133,-0.38093316,-24,-0.366400352,0,0,0,-2,-3,-1,-6
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1.168460773,-0.567729456,0,0,1,0,0,0,0,1,0,0,-2,0,-0.230621625,-0.379735736,-1.095755283,-1.224389792,0.310932133,0.459955271,-0.773574547,-0.621011087,-0.196493704,-0.469997021,1.485512797,1.169630357,1.128276117,-0.341478791,-0.909732699,-0.551450749,-0.108589663,-0.271735634,-0.180710946,-1.161502234,0.333194421,0.33018178,-3,-3,-3.123172025,-4.231960433,-3.522418952,-3.901692538,-0.226989911,-0.076923831,-1.091782024,-1.78783022,-0.414482994,-0.355586682,5.653269616,-1.157811027,-1.211944471,-3.078177938,-0.397735558,-1.047318073,-0.604793328,-1.559039231,-2.197047554,-2.249037715,-2.107026499,-3.183772806,-19,-1.824099422,-1,0,0,0,-2,0,-4
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.016073324,-0.264403553,-3,0,1,0,0,0,0,1,0,0,1,0,-0.656784752,-1.192876495,-1.223393191,-0.982193227,-1.168770482,-1.03197991,-0.735517626,-0.456826732,-1.652227527,-1.385980838,-0.733687676,-0.070447232,-0.119972842,-0.529044129,-0.023982056,-0.744927394,1.079627329,-0.322595302,-0.268422323,-1.371457125,-0.967886901,-0.26801428,-1,-1,-0.278293156,-0.063820188,-0.366270025,-0.056162938,-1.071789794,-0.729705207,0.979225096,1.037993083,-0.868162958,-0.160326861,-1.453996039,-0.929422291,-0.720505711,-0.84040978,1.047910907,0.634574052,0.685465601,-0.354894898,-0.183557844,-0.188432672,-0.178201827,0.896050663,-12,0.013015128,-1,0,-1,0,-6,2,-5
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.410918023,0.342248254,7,0,1,0,0,0,0,0,1,0,-1,0,-1.418127283,-1.588627397,-2.386299752,-1.755116384,-1.582053711,-0.367877654,1.733845827,1.287621598,-1.599498151,0.048625479,0.088703722,0.154399301,0.181028677,0.374483651,0.663668115,1.760539057,0.947024309,0.238339298,0.605475194,1.778341292,-1.292249342,-0.199233418,1,2,-0.534378987,-0.605281006,-3.553632774,-3.332384873,-0.892107575,-0.626759197,-0.213978905,-0.203583771,-1.567302727,-1.684082042,0.080183446,-0.465314704,-0.605489566,0.890614447,0.060514612,0.483816183,1.640368177,-1.481327355,-0.220894567,0.257011206,-2.425310251,-2.902281651,2,-1.486901378,0,0,0,0,0,1,1
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1.168460773,0.645574157,-4,0,1,0,0,0,0,1,0,0,-1,1,0.334008908,0.266296842,-0.361853446,-0.076869385,0.575891788,0.636995229,-0.420707604,-0.559474383,0.341022682,0.14733689,-0.380131674,0.556969846,0.743366727,-0.231714618,-0.070503458,-0.283558462,0.484552544,0.013201373,0.183724057,0.443287806,0.402191437,0.284671054,-2,-1,0.104090719,-0.182903531,-0.12078338,0.182782719,1.017755212,0.79936749,-0.846548042,-0.904836528,0.990181093,0.815849301,0.080183446,-0.26226045,-0.166394906,0.488582165,-0.016651586,0.129765752,-0.03898536,0.040302089,0.407594454,-0.117137144,0.328563524,-0.35192093,0,-0.219022645,-2,0,0,-1,0,2,2
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.016073324,0.342248254,6,0,1,0,0,0,0,0,1,0,3,0,0.534221645,0.564567986,-2.419011232,-1.834596736,-0.083103839,0.062257471,-0.308539842,-0.346379138,-0.822917222,-1.223667547,0.572791496,0.381625536,0.471528204,1.018980997,1.082256001,1.636542306,1.115029495,-0.989270732,-0.483213302,1.284597485,-0.500365716,-0.440217732,-1,4,-0.176871866,0.162986357,-1.440871911,-1.034842632,-0.023721372,0.515049083,2.987435976,2.69613706,0.388341633,1.218391967,1.868985637,0.503985145,0.662701214,1.677845844,3.362187476,2.083161596,2.169923504,0.351315796,1.43187863,2.195493178,-0.15818786,-0.204344022,9,0.320419977,0,0,0,-1,0,0,-1
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.805762722,-1.781033069,-9,0,0,0,1,0,0,1,0,0,-1,0,-0.220994167,-0.253464436,-0.694177228,-1.129013372,1.644164441,0.431149279,-0.636013016,-0.699392412,1.832223464,0.358523839,0.088703722,-1.083482598,-1.240453206,-0.744466468,-1.47704409,-4.097190621,-1.502155218,-0.057933391,0.262979345,0.178222791,1.163648651,-0.159510041,-2,-4,0.305893135,-0.164032914,-0.990360268,-0.88243346,1.439374944,0.726844683,-0.457090097,-1.041520913,1.361244351,0.225558793,-0.341715912,-0.01967265,0.063589842,-1.499182297,2.262387068,-2.842174618,-1.69895253,0.28801188,-0.066928552,-0.971669323,0.855263602,-0.262405451,-16,1.647264654,0,0,0,0,-2,-3,-5
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-2.385141517,-2.084358972,5,0,1,0,0,0,0,1,0,0,0,1,0.38553321,0.415134021,-0.504806051,-0.499110825,0.365618036,0.340152586,0.971745376,1.027294236,0.479210354,0.45149499,-0.246344625,0.159444023,0.236604442,0.477888384,-0.178435978,0.464756428,-1.258294506,2.002788777,0.648143764,0.280601224,0.202820316,-0.140955219,-1,-2,0.185891039,0.149967066,0.526022545,0.296745781,0.649575768,0.607937356,-1.377025522,-1.141619981,0.466411674,0.229705365,0.33516411,0.25490997,0.313786522,-0.311133195,-0.754152356,-0.602364325,0.332744084,-1.106497124,-1.184721458,-0.924206217,0.379581733,0.234595427,-11,-0.091958012,-1,0,0,-1,-1,-2,-4
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.378771375,0.342248254,0,0,1,0,0,0,1,0,0,0,0,0,0.114019538,0.370916322,1.920552617,1.949776742,-0.750682465,-1.000564068,0.271672413,0.63436028,-0.307317886,0.067744151,-0.601346979,-0.659421117,-0.931480812,0.256639489,0.60658795,1.240835861,0.220268884,0.373285557,0.470434923,0.432025972,-0.036260285,0.327524016,-1,3,0.411085973,0.449769611,2.19834321,1.640965835,-0.788298517,-0.576583054,0.390178096,0.336049541,-0.489733605,-0.150974991,-0.819214523,0.045194872,0.119823283,0.443577358,0.360666691,0.06869486,0.818061253,0.525764378,0.253985543,0.735147608,-0.132612267,0.45631021,6,0.466124277,-1,0,1,0,-2,0,-1
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,-0.016073324,-0.264403553,8,0,1,0,0,0,0,0,1,0,0,0,-0.693573257,-0.823218813,-0.860968369,-1.095990384,-1.195440512,-0.869872736,0.561366297,-0.172945777,-1.254400276,-1.094162985,-0.581392972,-0.178293303,-0.569987871,-1.700522286,0.035786286,-0.773584171,1.529916084,-0.377370566,0.158727397,2.234503446,-1.306504111,-1.152731412,-4,-1,-0.927410955,-0.456012755,-2.280263466,-2.746793847,-1.801888789,-1.047221283,1.049632322,0.730720088,-1.503215967,-0.378648854,0.080183446,-3.817257653,-4.229077807,-0.324879006,9.150866237,0.662018279,4.623182951,-1.023955672,0.26840932,1.500696261,-1.74782155,-1.134404297,-24,-1.396373377,0,0,0,-4,-3,0,-7
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1.95815017,1.555551867,-2,0,1,0,0,0,0,1,0,0,0,1,0.208777251,0.287062086,2.039342938,1.409094667,0.763357771,0.579857775,0.335438524,0.40965954,1.226066778,1.038560298,0.814835382,0.706460594,0.939433578,-0.791543348,-2.800770669,1.051276877,-2.339751156,-1.187299625,-0.353376405,0.373894066,0.32902403,-0.248419336,1,0,0.774048425,0.867614956,1.231612159,1.179613633,0.298751599,0.326281661,-1.478833739,-1.168350329,-0.008218861,-0.162456907,-0.080163854,0.673354899,0.557412334,-0.57938563,0.060514612,-1.048681176,-0.864122353,0.479233688,-0.68802713,-2.321282164,-0.048982165,-0.229116552,-3,-1.167181117,0,0,0,-1,2,-1,0
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,0.773616074,0.94890006,3,0,1,0,0,0,0,1,0,0,1,-2,-0.237466999,-0.222208308,-0.635335527,-0.464143245,-0.295943453,-0.244032836,-1.771967432,-1.340428336,-0.974853454,-1.241198735,0.574814186,0.627401935,0.557124779,-0.113703148,-0.342421308,0.872118026,0.268935542,-0.379494377,-0.696556151,-0.457114283,-0.843992696,-0.792624517,0,-1,0.091396219,0.161853407,-0.194265733,-0.118148887,-0.283972499,-0.021014019,-0.244032025,-0.012847096,-0.367707109,-0.001828371,-0.291113533,-0.379351899,-0.294708463,0.342783825,0.060514612,2.08290538,0.297320993,-0.248702118,0.453026029,1.412224914,-0.487264306,-0.298004491,-5,-0.44775596,0,0,-1,-1,0,0,-1
