yWinner,yBinary,title_bout,titleBoutBinary,no_of_rounds,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Welterweight,B_current_lose_streak,B_current_win_streak,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_wins,B-R_Height_Diff,B-R_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_wins,R_Weight_lbs,B-R_Age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,0,FALSE,0,3,0,0,0,0,0,0,1,0,0,0,1,-0.471508348,-0.394589825,-0.493482741,-0.672865237,-0.991225185,-0.915263373,0.101979691,0.250131633,-0.982735748,-0.808062755,-0.759008686,2.569877829,2.606987223,0.5143177,2.073829555,2.015681739,2.410245925,0.830253948,0.103525349,1.017013412,2,1,-0.930868014,-1.000807108,-0.014760086,0.018665864,-0.886625266,-0.981957338,0.314050279,0.04351822,-0.800439056,-0.922082419,-0.585093696,0.125530805,5.274144739,-1.065944292,1.660891103,-0.260798636,-0.078792752,0.774679248,0.122985842,0.89110857,11,0.89222953,0,0,0,2,0,1,3,-1.200607421,0.03892235,145,0,3,-0.897754084,-1.037491102,-0.298617863,-0.605613782,-1.188232997,-1.133292057,2.063028514,2.042446625,-0.566459976,0.075466488,-0.847712408,1.276928485,1.32282976,1.04087755,1.915358938,-0.023778676,0.349339942,1.319889733,-0.534456961,-0.16229607,3,1,-0.780596876,-0.602612143,1.176583637,1.094108737,-1.150711551,-1.022770108,-0.103695447,-0.257059431,-0.861277176,-0.457165569,0.389471253,-0.383839174,0.352202954,0.268436399,-0.336146385,-1.05084429,-0.766374412,-0.606082269,-0.859874571,-0.470415227,7,-0.916683425,0,0,0,1,1,1,3,155,-1,0,1,0,0,0,0,1,0,0
Red,1,FALSE,0,3,0,0,1,0,0,0,0,0,0,0,3,-0.13858633,-0.189510327,-0.745860366,-0.82423809,1.857731898,1.296714528,0.101979691,0.516573152,1.845239281,1.256879226,-0.759008686,-0.383153484,-0.532421924,-0.416982619,2.43071838,0.707489716,0.424083349,0.037628291,1.37053425,0.598702269,3,1,-0.49069176,-0.665156319,-0.980322654,-1.049533274,0.394407755,0.829955052,0.038207603,0.269819621,0.341164006,1.002922142,-0.585093696,0.301635388,0.321635442,0.769998058,-0.722107872,0.634685835,1.230110222,0.070179756,0.30146672,0.52728251,11,0.992985981,0,0,1,1,0,1,3,-0.410918023,-0.264403553,145,0,2,-0.821531651,-0.901691595,-0.240795827,-0.207568838,-0.523181949,-0.692736554,-0.785983455,-0.662920708,-0.519260209,-0.526407834,-0.470783017,0.576080351,0.850070267,-0.20061453,1.915358938,-0.023778676,-0.166505262,0.122430218,-0.819555714,-0.906227538,4,2,-0.252440538,-0.147297046,0.09879655,0.384719927,-0.504664068,-0.369594743,1.029023008,1.45916442,-0.202866013,0.503485419,-0.137902944,0.136742557,1.268703293,0.188129741,-0.336146385,-0.324044084,0.239639204,-0.226798912,-0.010137792,0.529606904,17,-0.292606485,0,0,0,1,1,4,6,145,-8,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,3,1,0,0,0,0,0,0,0,0,0,1,1.710980435,2.066364143,1.381322474,1.446354709,-0.343151614,-0.056883889,-0.33657096,-0.504786003,-0.493138004,-0.443661229,-0.759008686,0.137969689,-0.532421924,0.716774292,-0.781281042,0.614047429,1.019932122,0.869885231,-0.423091519,-0.301576062,1,1,0.549724839,0.34179605,0.307094103,0.2997709,-0.54848457,-0.602318551,0.620542141,0.541381302,-0.439932826,-0.237636353,1.203708495,-0.402782945,-0.503782774,-0.02557696,0.07222512,1.828665131,-0.515093743,-0.996929769,-0.167045586,0.092712493,5,0.277834213,0,0,0,1,0,0,1,-1.200607421,-1.477707166,135,0,2,-0.630975566,-0.765892088,-0.953934268,-0.924049737,-0.382110515,-0.692736554,2.092100065,2.258876011,0.11793664,0.409841112,-0.847712408,4.255533053,4.159386714,-0.49520587,1.51719735,0.157962367,0.968354187,1.319889733,0.76401261,1.315647781,2,2,-0.69257082,-0.667657157,-0.852192055,-0.694784783,-0.658484897,-0.757713438,1.673801206,1.569888539,-0.285660231,-0.011985843,-0.665277142,0.86555698,8.60070601,-0.029845471,-0.336146385,0.514571539,-0.263367604,-0.810774874,-0.111155451,0.211418044,12,1.279565402,0,0,1,0,0,1,2,135,8,0,0,0,1,0,0,1,0,0
Red,1,FALSE,0,3,0,0,0,0,0,0,1,0,0,1,0,-0.607143244,-0.736388987,-0.421374848,-0.471034766,0.439669927,-0.10090335,0.793915164,0.412957006,0.564003393,-0.133245114,-0.759008686,0.832800586,-0.009187065,-0.754410274,1.122126022,1.050111436,0.887521283,0.301836845,0.588429991,0.153109964,3,3,0.042855213,-0.031149272,-0.470720188,-0.487323201,0.955808013,0.202975844,0.068856789,-0.03191558,0.937000692,-0.209117767,0.011173702,-0.402782945,0.596774846,-0.882350057,-0.457330207,-0.426629094,-0.515093743,-0.720655457,0.710485399,-0.075725498,17,0.794758615,0,0,0,2,0,1,3,-0.805762722,-0.264403553,170,1,0,-0.287974614,-0.684412383,-0.741920137,-0.897513407,0.628901431,-0.181692171,-0.001051586,0.008010391,0.794466628,0.053174847,-0.470783017,1.890170602,0.377310775,-0.842402808,1.51719735,0.748620758,0.452508983,0.604665045,0.566419415,-0.073024294,7,1,-0.69257082,-0.667657157,-0.429530453,-0.448040849,0.325968411,-0.066672835,-0.382518451,-0.561550759,0.329382531,-0.234575706,0.916845451,-0.592071866,0.810453124,-1.773647173,-0.336146385,-0.659490333,-0.263367604,-0.305063732,0.004717746,-0.481779115,18,-0.07127024,0,0,0,2,1,4,7,155,-7,0,0,0,1,0,0,1,0,0
Blue,1,FALSE,0,3,0,0,0,0,0,0,0,0,1,0,2,-0.804430365,-0.804748819,-0.565590634,-0.471034766,-1.228638275,-1.146365541,1.417631646,1.360304627,-0.887739171,-0.443661229,-0.759008686,2.917293278,-0.532421924,1.526600657,0.646274256,0.240278279,0.622699607,0.929332155,-0.694220996,-0.228826298,2,0,-0.650755853,-0.665156319,0.307094103,0.187328886,-1.133728082,-1.050982572,-0.789320426,-0.725906543,-1.296135122,-1.264305452,-0.585093696,-0.754992112,-0.503782774,2.340748734,-0.722107872,-0.55929346,-0.951394734,-1.121253209,-0.925589319,-0.533876834,5,0.286595644,0,0,0,1,0,1,2,0.378771375,0.342248254,170,0,3,-1.240755037,-1.254770313,-1.185222411,-1.083267715,-0.986702376,-1.221403158,-0.611554151,-0.771135401,-1.124990547,-1.46265678,-0.847712408,0.400868318,0.377310775,-1.905035859,1.51719735,0.067091846,0.762016106,1.980930732,-1.200628306,-1.263314643,3,1,-1.000662017,-1.122972255,-0.725393574,-0.818156749,-0.897761743,-0.928107012,-0.661341455,-0.533869729,-1.06629143,-1.183511438,-0.665277142,-0.592071866,-0.564297386,-0.282237823,-0.336146385,-0.939028874,-0.514871008,1.200028955,-1.263945208,-1.277251264,6,-1.246405976,0,0,1,0,0,2,3,170,0,0,1,0,0,0,0,0,1,0
Red,0,FALSE,0,3,1,0,0,0,0,0,0,0,0,0,2,1.858945777,2.168903892,-0.277159062,-0.571950001,0.709165867,1.296714528,-0.511991221,-0.593599842,0.339908904,0.406608999,3.597781269,-0.904276657,-0.532421924,0.433335064,-0.781281042,-1.067913744,-0.966230454,-1.250388401,0.192163832,0.080360199,2,0,1.109949161,1.236864823,0.468021197,0.749538958,0.635007865,0.295009489,-0.850618799,-0.816427103,0.31112182,-0.451525749,-0.585093696,-0.754992112,-0.503782774,-0.882350057,-0.722107872,0.037696187,-0.515093743,-0.789724036,0.089520677,-0.453026598,4,-0.07043265,0,0,1,0,1,0,2,-0.016073324,0.03892235,135,0,3,-0.707198,-0.765892088,-0.529906006,-0.393323145,-0.865784004,-0.974692076,1.975813862,2.518591275,-0.464193815,0.231507979,-0.093853627,0.926504418,-0.56820821,-0.684586018,1.51719735,0.067091846,0.349339942,0.44211398,-0.415901043,-0.033347949,3,1,-0.780596876,-0.797747185,-0.852192055,-0.694784783,-0.870415818,-0.871309154,-0.591635704,-0.589231789,-1.034750775,-0.996067342,0.389471253,-0.800304559,-0.564297386,-0.098679749,-0.336146385,-1.162659707,-1.017877816,-1.208119344,-1.252060777,-1.243159601,7,-1.0478879,1,0,0,1,1,1,3,125,3,0,1,0,0,0,0,1,0,0
Blue,1,FALSE,0,3,0,0,0,1,0,0,0,0,0,1,0,-0.656465024,-1.009828317,-1.142453777,-1.076526179,0.183007126,-0.188942271,-0.570464641,-0.682413682,-0.010847689,-0.362683112,-0.759008686,0.485385137,5.74639637,-1.429265576,0.646274256,-1.067913744,-0.966230454,-1.250388401,-0.454375689,-0.938136498,0,1,0.469692793,0.118028857,-0.980322654,-0.824649245,-0.041273526,0.156959021,0.865735631,0.450860742,-0.019342224,0.275698197,-0.585093696,4.175936222,2.79789009,0.056020477,7.221222044,-0.360296911,0.793809231,3.022861452,0.413017269,0.820364614,2,-0.077003723,0,0,0,0,0,0,0,-0.410918023,-0.264403553,125,0,2,1.236474063,0.700742589,-0.298617863,-0.234105167,2.701307978,2.690729709,-0.524339499,-0.46813426,2.572324502,2.371505571,-0.847712408,-0.124767782,0.377310775,-0.432079155,1.119035763,-0.478131284,-0.476012385,-0.35980461,1.859243466,0.938722503,2,1,2.124262981,1.739008359,-0.767659735,-0.633098799,1.686428191,1.533133493,0.175127558,-0.146335311,1.401764784,0.878373609,1.444219648,0.240858903,0.352202954,-0.488740656,-0.336146385,1.40909487,0.994149416,1.055540057,1.338745068,0.65460967,12,1.332047192,0,0,0,3,0,0,3,135,4,0,1,0,0,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,1,0,0,0,0,0,0,0,3,3.116651177,2.784142384,-0.349266955,-0.37011953,2.813800829,2.930937006,-0.33657096,-0.549192922,2.451755889,2.066660395,1.419386292,-0.904276657,-0.532421924,-0.761158825,-0.781281042,-1.067913744,-0.966230454,-1.250388401,1.740730267,0.744201797,3,1,0.709788931,-0.217621933,-0.537773144,-0.543544208,2.351722167,1.330387998,-0.75867124,-0.725906543,2.2638639,1.024311081,-0.585093696,-0.226678362,-0.503782774,-0.841551338,0.469391615,1.629668582,-0.078792752,-0.002342251,1.43928232,-0.129625655,9,0.260311352,0,0,1,1,1,0,3,1.95815017,0.94890006,155,0,3,0.055026339,-0.005414848,1.590235305,1.411147268,-0.173862207,-0.199314391,2.935175035,2.691734785,0.896732789,1.680464682,0.660005154,1.627352552,0.377310775,-0.011234382,1.119035763,0.794056019,0.968354187,1.135665192,1.063225164,1.375162298,3,1,0.627820024,0.76333315,2.106439162,1.834340538,-0.234623056,-0.057206526,0.384244811,0.130474987,0.084942459,0.38633286,2.498968043,0.240858903,-0.564297386,0.038988806,-0.336146385,0.738202372,-0.514871008,0.092280738,0.007688854,0.063687502,8,-0.042747528,1,0,1,1,0,1,3,155,-5,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1,1.008145065,1.399855777,0.984729063,1.496812327,0.035426016,0.669437213,-0.24886083,-0.060716805,-0.281222563,0.082696531,-0.759008686,0.832800586,1.03728265,0.898985224,0.646274256,0.614047429,-0.171765424,-0.53702531,0.098311321,0.598702269,1,2,0.589740862,1.069039428,1.031266029,1.761517089,0.043261648,0.191471638,-0.789320426,-0.725906543,0.048252694,0.361253955,0.309307399,-0.050573779,-0.503782774,0.851595495,-0.324941376,-0.061802087,-0.078792752,0.536392655,0.06163304,0.3352632,10,0.427873711,0,0,1,1,0,0,2,0.773616074,0.645574157,185,0,3,-0.173640963,-0.222694059,-0.221521815,-0.127959849,-0.341804391,-0.463647693,-0.233623992,-0.208418996,-0.62152637,-0.727032608,-0.093853627,-0.124767782,0.377310775,0.093976811,1.119035763,0.612314976,-0.476012385,-0.760763905,-0.09975193,0.026166569,3,1,-0.252440538,-0.082252032,-0.133667331,0.230504969,-0.289314907,-0.45479153,0.802479317,0.739457644,-0.096416304,-0.011985843,-0.665277142,0.240858903,-0.564297386,-0.052790231,-0.336146385,0.067309874,0.239639204,-0.2087378,0.209724172,0.427331913,9,-0.112342945,0,0,0,1,1,1,3,185,7,0,1,0,0,0,0,1,0,0
Red,1,FALSE,0,3,0,0,0,0,0,0,1,0,0,0,1,0.268318359,0.01556917,-0.745860366,-0.622407619,-0.343151614,-0.337507951,-0.950541872,-0.90444828,-0.719668304,-0.808062755,-0.032877026,-0.904276657,-0.532421924,-0.801650143,-0.067503393,-1.067913744,-0.966230454,-1.250388401,-0.980992557,-1.138198349,1,3,-0.330627668,-0.665156319,-0.618236691,-0.655986223,-0.600506216,-0.533293318,-0.850618799,-0.816427103,-0.868033974,-0.87930454,-0.585093696,-0.754992112,-0.503782774,-0.739554541,-0.324941376,-0.360296911,-0.733244239,-0.603238877,-1.176578054,-1.291847793,5,-1.558780662,0,0,0,0,0,1,1,-0.016073324,0.94890006,155,0,2,-0.592864349,-0.711572285,-0.028781696,-0.234105167,0.645695649,0.346974433,-0.785983455,-0.727849524,0.747266861,0.454424395,0.660005154,-0.825615916,-0.56820821,-1.105430791,1.119035763,-1.114224935,-1.09502663,-1.443478379,0.069613666,-0.529302261,2,1,1.067950306,0.373063066,0.753922034,0.353876936,0.421679149,0.378243718,-0.277959824,-0.42314561,0.28207155,0.198888764,0.389471253,-0.175606482,-0.564297386,-0.282237823,-0.336146385,1.40909487,0.491142608,-0.485674854,0.613794808,0.404604138,9,0.016579713,0,0,0,1,2,0,3,155,-2,0,1,0,0,0,0,1,0,0
Red,1,FALSE,0,3,1,0,0,0,0,0,0,0,0,0,1,-0.381672248,-0.453183967,-0.071136511,-0.355703068,0.817330904,0.546811572,-0.871185088,-0.885416743,0.815935708,0.41239315,-0.759008686,1.378739148,-0.083934903,-1.047490291,0.442337785,1.868843859,0.736194611,0.255600347,0.874456691,0.490876726,2,2,0.584024286,0.789330436,0.812864971,0.39614977,0.99172772,1.182476782,-0.552883846,-0.557796931,1.019259058,0.874588504,-0.585093696,-0.754992112,0.911219884,-0.247055719,-0.495155588,-0.18972844,-0.45276503,-0.511476338,0.827347881,0.606688991,19,0.6839891,0,0,0,1,0,4,5,0.378771375,-0.871055359,135,0,4,1.312696497,1.461219829,1.628783328,1.888801201,-0.46944045,-0.587003233,1.365311297,1.566301974,-0.243928237,0.075466488,-0.847712408,0.751292385,-0.56820821,0.514821584,1.119035763,1.248408627,1.381030351,1.590808175,0.634165653,1.305728694,4,0,0.099663687,-0.342432087,0.246728111,0.107133002,-0.542264715,-0.795578677,-0.765900082,-0.810680027,-0.727229394,-0.97263683,-0.665277142,-0.800304559,-0.564297386,-1.200028192,-0.336146385,-0.491767208,-0.0118642,-0.413430405,-0.794510204,-1.027245732,11,0.693138443,0,0,0,1,1,2,4,135,5,0,1,0,0,0,0,1,0,0
Blue,1,FALSE,0,3,0,0,0,0,0,0,1,0,0,0,1,-0.274221226,-0.34331995,-0.247114107,-0.201927471,0.491002487,-0.183439839,0.681841108,0.509171999,0.674832733,-0.116374673,-0.153898971,0.572238999,-0.401613209,-0.882632779,0.051459548,1.61076516,1.119240251,0.220922974,0.732684777,0.307703212,4,11,-0.270603634,-0.236269199,0.05229287,0.056146536,0.684861942,0.274877129,-0.329582632,-0.197869941,0.859391712,0.564448881,0.160240549,-0.43213371,-0.22864337,-0.800752619,0.667974863,-0.194466453,-0.406018495,-0.42193386,0.495750592,0.062393654,65,0.716453329,0,0,3,5,1,4,13,-1.200607421,-0.264403553,155,1,0,-0.935865301,-0.874531693,-0.446385287,-0.366786815,-0.279105976,-0.53707361,-0.156099857,0.058510581,-0.090528996,-0.043422266,-0.470783017,0.955706424,0.692483769,-0.23568493,1.052675498,-0.038923763,0.03983282,0.355420078,-0.57303468,-0.727683986,3,10,0.657162044,0.915104849,0.542591233,0.446405911,0.727041981,1.028263646,0.018289618,-0.100200262,0.883972373,1.182970264,0.213679853,-0.175606482,0.199452896,-0.236348304,-0.336146385,-0.491767208,-0.22145037,0.03207703,0.562295609,0.39324025,49,-0.46545412,0,0,1,1,4,7,14,155,2,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,1,0,0.586443842,1.287062053,0.61697881,0.578483684,-1.013041523,-0.954880887,1.160348597,1.484644003,-0.706514931,-0.427465606,0.402801969,-0.487378119,0.723341735,1.145982265,-0.210258923,-0.544636934,-0.489551436,-0.061449916,0.158794051,1.098856897,2,2,-0.682768671,-0.463765845,0.500206616,0.614608541,-0.951652323,-0.850809393,0.963813027,1.319858121,-0.590143755,0.053253225,-0.585093696,0.935611888,0.816886372,0.90463383,0.231091718,0.674485145,0.619288835,0.320898693,0.50671973,1.798652465,10,-0.303048631,0,0,0,1,2,0,3,-1.200607421,-0.567729456,170,1,0,-0.21175218,-0.005414848,-0.279343851,-0.181032508,-1.238615652,-1.106858727,0.827487609,1.068514385,-1.124990547,-0.671303504,-0.847712408,-0.037161766,-0.56820821,1.156609862,0.91995497,-0.750742849,-0.476012385,0.507134406,-1.161109667,-0.767360331,3,2,-1.132701101,-0.992882227,-0.767659735,-0.633098799,-1.14387507,-1.060635347,-0.46965064,-0.561550759,-1.227937284,-1.124935158,-0.137902944,-0.279722828,-0.564297386,1.15180963,-0.336146385,-0.994936582,-0.514871008,0.393299275,-1.341194006,-1.14088461,11,-1.310296851,1,0,0,1,2,2,6,185,-5,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1,0.369428008,0.343696366,0.578521266,0.632305143,-0.299518938,-0.105305296,-0.570464641,-0.492944157,-0.447344782,-0.276306454,0.209166859,-0.394734,-0.113834039,0.438733909,0.265592843,0.352409024,0.040091918,-0.473615257,-0.286136373,-0.091814242,4,6,0.373654337,0.625234495,0.618219819,0.509662661,-0.193870353,-0.326217616,0.743138886,0.740526535,0.020714024,-0.049413685,-0.585093696,0.043348665,-0.503782774,0.17025689,0.019269587,-0.041902432,0.153901111,0.17723605,0.197352874,0.311008129,36,0.221176963,0,0,2,3,4,0,9,-0.410918023,-1.174381263,185,0,4,-0.834235389,-0.928851496,-0.658399418,-0.676377327,-0.353000536,-0.551758793,0.212139785,0.224439777,-0.220328354,-0.310921965,0.157432632,1.802564585,-0.56820821,-0.467149555,0.853594705,1.127247932,0.486898664,-0.114171887,-0.389555284,-0.426805036,5,3,-0.355137604,-0.342432087,-0.161844771,-0.077924948,-0.122960528,0.182606652,-0.092077822,0.001296848,-0.214693759,0.01925484,-0.313694345,-0.661482763,-0.258797274,0.069581816,-0.336146385,-0.976300679,-0.598705476,-0.923155127,-0.406285475,-0.345412461,29,0.215097789,1,0,1,3,2,3,9,185,1,0,1,0,0,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,1,0,0,0,4,-0.656465024,-0.548399448,-0.367293928,-0.319661912,-0.250111349,-0.321000653,-0.628938061,-0.571396382,-0.416409999,-0.646106521,-0.759008686,0.832800586,0.252430363,-0.214526028,0.646274256,0.427162854,0.424083349,0.770807024,0.090490278,0.298609492,4,3,-0.150555565,0.006145261,0.347325876,0.440323418,0.287113111,0.053421171,-0.099713735,-0.228043461,0.363695645,-0.034441427,1.203708495,0.38968768,-0.091073666,-0.239770234,1.263724607,-0.509544323,0.139357744,0.624455092,0.184338644,-0.104359957,19,0.376400307,0,0,1,1,0,3,5,-0.016073324,0.645574157,155,0,3,-0.630975566,-0.548612876,-0.491357982,-0.658686441,-0.892654753,-0.992314296,0.987381138,0.527440918,-0.55072672,-0.593282759,0.660005154,2.503412719,2.268348745,0.26231472,0.720874176,0.157962367,1.587368433,1.699175552,-0.641721838,-0.608654951,3,1,-1.132701101,-1.057927241,-0.302731972,-0.509726832,-0.72684971,-0.681982961,-0.731047206,-0.866042087,-0.727229394,-0.738331711,-0.665277142,-0.175606482,0.352202954,-1.429475785,-0.336146385,-0.379951792,-0.263367604,0.83880671,-0.247826402,0.23414582,9,-0.300592845,0,0,0,2,1,0,3,155,3,0,0,0,1,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,1,0,0,0,1,0,-0.409856122,-0.668029154,-0.854022205,-0.807418884,0.45678078,0.009145302,-0.765376042,-0.800832134,0.320422426,-0.281704995,0.209166859,-0.441056059,2.606987223,-0.835392911,-0.305429277,-0.943324027,-0.701408778,0.070654359,-0.099821758,-0.647137442,2,1,-0.650755853,-0.478683658,0.414378833,-0.149997158,-0.145316817,-0.441259673,0.252751906,0.209472581,0.160910891,-0.095043422,-0.585093696,0.419038444,1.69733247,-1.004746213,0.866558111,2.690983512,1.375543887,-0.37531257,0.011435293,-0.325013725,7,0.219424677,0,0,1,0,1,0,2,-0.016073324,-1.174381263,205,0,4,1.65569745,1.895778252,-0.144425767,0.137403447,-0.812042505,-0.886580975,3.778250006,3.341022945,-0.283261376,-0.013700078,-0.847712408,4.60595712,-0.56820821,0.956708595,0.720874176,0.248832889,0.762016106,1.482440798,0.380117259,0.760178951,4,0,-1.044675045,-1.122972255,-0.809925895,-1.0032147,-1.061837294,-1.098500585,-0.905311584,-0.921404147,-1.287076011,-1.441247068,-0.665277142,-0.800304559,-0.564297386,-2.003094766,-0.336146385,-0.491767208,-1.017877816,-1.208119344,-1.608593692,-1.743170666,9,0.180870534,0,0,0,2,0,2,4,205,8,0,0,0,1,0,0,1,0,0
Red,0,TRUE,1,5,0,0,0,0,1,0,0,0,0,1,0,-0.822926033,-0.702209071,0.299704081,0.639032825,-1.029724605,-0.849234182,1.183737965,1.404711547,-0.610056868,0.183919177,-0.759008686,1.00650831,-0.532421924,2.508515124,-0.067503393,0.333720567,0.424083349,1.786358647,-0.295347823,0.489577623,7,1,-0.790811933,-0.581243621,-0.155571294,-0.037555143,-0.824849562,-0.800766099,0.283401093,0.179299061,-0.687780859,-0.526387037,-0.137893148,-0.666939821,-0.503782774,-0.474362868,-0.324941376,-0.957286559,-0.624168991,-0.085224544,-0.833560116,-0.655152187,19,0.562033116,6,1,0,1,4,1,7,-1.200607421,-0.264403553,205,0,4,-0.440419481,-0.222694059,-0.105877744,0.084330788,-1.121056123,-1.098047617,2.266529369,2.302161889,-0.487793698,0.231507979,-0.847712408,2.853836786,1.32282976,1.167130982,0.720874176,0.975797062,1.587368433,1.189848881,0.131714384,1.037913366,4,0,-1.088688073,-0.992882227,-0.218199652,-0.386354866,-1.171220995,-1.117433204,-0.731047206,-0.644593848,-1.231879866,-1.160080926,-0.665277142,-0.800304559,-0.564297386,0.773221102,-0.336146385,-0.379951792,-0.263367604,0.393299275,-1.174811979,-0.834059638,10,0.112416026,0,0,0,0,4,0,4,265,14,0,1,0,0,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,0,0,1,0,3,1.335376107,1.656205149,0.776725527,0.941778531,0.951021198,1.355124966,0.482056923,0.246715716,1.018937692,1.362773687,0.358116945,-0.262894291,-0.290928912,0.458252797,-0.012597421,-0.291623972,-0.049540034,0.258648908,1.143523475,1.233164154,3,4,1.245388009,0.806543297,-0.126171152,-0.149997158,0.987154389,1.001190728,-0.341370781,-0.510049822,0.63696399,0.262535773,0.240507316,-0.538248009,-0.249807938,-0.38962707,-0.47769772,0.925526946,0.055453707,-0.011905591,0.654996152,0.291728457,35,0.847327198,0,0,0,5,3,1,9,-0.805762722,0.645574157,170,0,6,-0.599216218,-0.584826078,-0.581303371,-0.605613782,-0.654176853,-0.798469875,0.556153136,0.751084619,-0.472060442,-0.32578306,-0.722069277,1.510544529,0.062137781,0.732258047,0.720874176,1.566455453,0.830795466,0.326522109,-0.049883172,0.26587782,6,6,-0.523854212,-0.667657157,-0.788792815,-0.797594755,-0.23918071,-0.259154465,-0.13273951,-0.155562321,-0.373711225,-0.476690995,-0.313694345,-0.314428277,0.810453124,0.061933566,-0.336146385,-0.678126236,-0.556788243,-0.473634113,-0.396381783,-0.44579347,62,0.449744633,1,0,0,8,1,9,18,170,-7,0,1,0,0,0,0,0,1,0
